genre,interpret,album,release_year,songtitle,decade
Rock,Rammstein,"Reise, Reise",2004,Amour,2000
Rock,Rammstein,Rosenrot,2005,Benzin,2000
Rock,Rammstein,Rosenrot,2005,Mann gegen Mann,2000
Rock,Rammstein,Rosenrot,2005,Rosenrot,2000
Rock,Rammstein,Rosenrot,2005,Spring,2000
Rock,Rammstein,Rosenrot,2005,Wo bist Du,2000
Rock,Rammstein,Rosenrot,2005,Zerstören,2000
Rock,Rammstein,Rosenrot,2005,Hilf mir,2000
Rock,Rammstein,Rosenrot,2005,Feuer und Wasser,2000
Rock,Rammstein,Rosenrot,2005,Ein Lied,2000
Rock,Rammstein,Liebe ist für alle da,2009,Rammlied,2000
Rock,Rammstein,Liebe ist für alle da,2009,Ich tu Dir weh,2000
Rock,Rammstein,Liebe ist für alle da,2009,Waidmanns Heil,2000
Rock,Rammstein,Liebe ist für alle da,2009,Haifisch,2000
Rock,Rammstein,Liebe ist für alle da,2009,Bückstabü,2000
Rock,Rammstein,Liebe ist für alle da,2009,Frühling in Paris,2000
Rock,Rammstein,Liebe ist für alle da,2009,Wiener Blut,2000
Rock,Rammstein,Liebe ist für alle da,2009,Pussy,2000
Rock,Rammstein,Liebe ist für alle da,2009,Liebe ist für alle da,2000
Rock,Rammstein,Liebe ist für alle da,2009,Mehr,2000
Rock,Rammstein,Liebe ist für alle da,2009,Roter Sand,2000
Rock,Rammstein,Liebe ist für alle da,2009,Führe mich,2000
Rock,Rammstein,Liebe ist für alle da,2009,Donaukinder,2000
Rock,Rammstein,Liebe ist für alle da,2009,Halt,2000
Rock,Rammstein,Liebe ist für alle da,2009,Liese,2000
Rock,Rammstein,Made In Germany 1995-2011,2011,Engel,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Links 2 3 4,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Keine Lust,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Mein Teil,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Du Hast,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Du Riechst So Gut,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Ich Will,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Mein Herz Brennt,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Mutter,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Pussy,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Rosenrot,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Haifisch,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Amerika,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Sonne,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Ohne Dich,2010
Rock,Rammstein,Made In Germany 1995-2011,2011,Mein Land,2010
Rock,Sportfreunde Stiller,Thonträger,1998,Wellenreiten,1990
Rock,Sportfreunde Stiller,Thonträger,1998, Unterwegs,1990
Rock,Sportfreunde Stiller,Thonträger,1998, Nur Einmal,1990
Rock,Sportfreunde Stiller,Thonträger,1998, Stereo,1990
Rock,Sportfreunde Stiller,Thonträger,1998, Jetzt Haben Wir's Euch Gezeigt,1990
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000,Rocket Radio,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Fast Wie Von Selbst,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Aber Besser Wär's,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Heimatlied,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Wunderbaren Jahren,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Hockey,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Willkommen im Club,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Money Mark,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Wir müssen gewinnen,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Spitze,2000
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Wellenreiten '54,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002,Wie Lange Sollen Wir Noch Warten,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, Komm Schon,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, Ein Kompliment,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, Sportbeat,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, Auf der guten Seite,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, Independent,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, International,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, 7 Tage 7 Nächte,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, Tage Wie Dieser,2000
Rock,Sportfreunde Stiller,Die Gute Seite,2002, Der Fortschritt,2000
Rock,Sportfreunde Stiller,Burli,2004,Lauth Anhören,2000
Rock,Sportfreunde Stiller,Burli,2004, Ein Kleiner Schritt,2000
Rock,Sportfreunde Stiller,Burli,2004, Ungewöhnlich,2000
Rock,Sportfreunde Stiller,Burli,2004, Frühling,2000
Rock,Sportfreunde Stiller,Burli,2004, Im Namen der Freundschaft,2000
Rock,Sportfreunde Stiller,Burli,2004, Andere Mütter,2000
Rock,Sportfreunde Stiller,Burli,2004, Wir kommen (was hier los ist),2000
Rock,Sportfreunde Stiller,Burli,2004, Was ich behaupten kann,2000
Rock,Sportfreunde Stiller,Burli,2004, 1. Wahl,2000
Rock,Sportfreunde Stiller,You have to win Zweikampf,2006,Unser Freund ist aus Leder,2000
Rock,Sportfreunde Stiller,You have to win Zweikampf,2006, Pogo in Togo,2000
Rock,Sportfreunde Stiller,You have to win Zweikampf,2006, Nix geht mehr,2000
Rock,Sportfreunde Stiller,You have to win Zweikampf,2006, Budenzauber,2000
Rock,Sportfreunde Stiller,You have to win Zweikampf,2006, Dem Fritz sein Wetter,2000
Rock,Sportfreunde Stiller,You have to win Zweikampf,2006, Come Sara,2000
Rock,Sportfreunde Stiller,You have to win Zweikampf,2006, Mag Tischtennis,2000
Rock,Sportfreunde Stiller,La Bum,2007,Der Titel vom nächsten Kapitel,2000
Rock,Sportfreunde Stiller,La Bum,2007, Alles Roger!,2000
Rock,Sportfreunde Stiller,La Bum,2007, (Tu nur das) Was dein Herz dir sagt,2000
Rock,Sportfreunde Stiller,La Bum,2007, Ohne deine Liebe,2000
Rock,Sportfreunde Stiller,La Bum,2007, Eine gute Nacht,2000
Rock,Sportfreunde Stiller,La Bum,2007, In unmittelbarer Ferne,2000
Rock,Sportfreunde Stiller,La Bum,2007, Mo(nu)ment,2000
Rock,Sportfreunde Stiller,La Bum,2007, Anders als auf Ansichtskarten,2000
Rock,Sportfreunde Stiller,La Bum,2007, Sodom,2000
Rock,Sportfreunde Stiller,La Bum,2007, Legenden,2000
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013,Eine Hymne auf Dich,2010
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Wenn Pferde schlafen,2010
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Unter unten!,2010
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Es muss was Wunderbares sein von mir geliebt zu werden,2010
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Wieder kein Hit,2010
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Lederjacke,2010
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Wunder fragen nicht,2010
Rock,Sportfreunde Stiller,"New York, Rio, Rosenheim",2013, Einmal Du,2010
Rock,Tokio Hotel,Schrei,2005,Schrei,2000
Rock,Tokio Hotel,Schrei,2005,Durch den Monsun,2000
Rock,Tokio Hotel,Schrei,2005,Rette mich,2000
Rock,Tokio Hotel,Schrei,2005,Freunde bleiben,2000
Rock,Tokio Hotel,Schrei,2005,Wenn nichts mehr geht,2000
Rock,Tokio Hotel,Schrei,2005,Lass uns hier raus,2000
Rock,Tokio Hotel,Schrei,2005,Gegen meinen Willen,2000
Rock,Tokio Hotel,Schrei,2005,Jung und nicht mehr jugendfrei,2000
Rock,Tokio Hotel,Schrei,2005,Der letzte Tag,2000
Rock,Tokio Hotel,Schrei,2005,Unendlichkeit,2000
Rock,Tokio Hotel,Schrei,2005,Beichte,2000
Rock,Tokio Hotel,Schrei,2005,Schwarz,2000
Rock,Tokio Hotel,Zimmer 483,2007,Übers Ende Der Welt,2000
Rock,Tokio Hotel,Zimmer 483,2007,Totgeliebt,2000
Rock,Tokio Hotel,Zimmer 483,2007,Spring Nicht,2000
Rock,Tokio Hotel,Zimmer 483,2007,Heilig,2000
Rock,Tokio Hotel,Zimmer 483,2007,Wo Sind Eure Hände,2000
Rock,Tokio Hotel,Zimmer 483,2007,Stich Ins Glück,2000
Rock,Tokio Hotel,Zimmer 483,2007,Ich Brech Aus,2000
Rock,Tokio Hotel,Zimmer 483,2007,Reden,2000
Rock,Tokio Hotel,Zimmer 483,2007,Nach Dir Kommt Nichts,2000
Rock,Tokio Hotel,Zimmer 483,2007,Wir Sterben Niemals Aus,2000
Rock,Tokio Hotel,Zimmer 483,2007,Vergessene Kinder,2000
Rock,Tokio Hotel,Zimmer 483,2007,Wir Schliessen Uns Ein,2000
Rock,Tokio Hotel,Humanoid,2009,Komm,2000
Rock,Tokio Hotel,Humanoid,2009,Sonnensystem,2000
Rock,Tokio Hotel,Humanoid,2009,Automatisch,2000
Rock,Tokio Hotel,Humanoid,2009,Lass uns laufen,2000
Rock,Tokio Hotel,Humanoid,2009,Für immer jetzt,2000
Rock,Tokio Hotel,Humanoid,2009,Kampf der Liebe,2000
Rock,Tokio Hotel,Humanoid,2009,Hunde,2000
Rock,Tokio Hotel,Humanoid,2009,Menschen suchen Menschen,2000
Rock,Tokio Hotel,Humanoid,2009,Geisterfahrer,2000
Rock,Tokio Hotel,Humanoid,2009,Zoom,2000
Rock,Tokio Hotel,Humanoid,2009,Träumer,2000
Rock,Tokio Hotel,Humanoid,2009,Hey du,2000
Rock,Tokio Hotel,Humanoid,2009,That Day,2000
Rock,Tomte,Du weißt was ich meine,1998,Pflügen,1990
Rock,Tomte,Du weißt was ich meine,1998,Schwitze,1990
Rock,Tomte,Du weißt was ich meine,1998,Reality TV,1990
Rock,Tomte,Du weißt was ich meine,1998,Doof vorkommen,1990
Rock,Tomte,Du weißt was ich meine,1998,Regenzeit,1990
Rock,Tomte,Du weißt was ich meine,1998,Ich lerne schwimmen,1990
Rock,Tomte,Du weißt was ich meine,1998,In Köln und dann in meinem Zimmer,1990
Rock,Tomte,Du weißt was ich meine,1998,Stille Wasser sind tief,1990
Rock,Tomte,Du weißt was ich meine,1998,Pantera,1990
Rock,Tomte,Du weißt was ich meine,1998,Träume,1990
Rock,Tomte,Du weißt was ich meine,1998,z.Zt.,1990
Rock,Tomte,Eine sonnige Nacht,2000,Gorillas im Küstennebel,2000
Rock,Tomte,Eine sonnige Nacht,2000,Die Nacht in der ich starb,2000
Rock,Tomte,Eine sonnige Nacht,2000,The Rick McPhail Song,2000
Rock,Tomte,Eine sonnige Nacht,2000,Theestube,2000
Rock,Tomte,Eine sonnige Nacht,2000,Passt zu meinem Kalender,2000
Rock,Tomte,Eine sonnige Nacht,2000,"Yves, wie hälst du das aus",2000
Rock,Tomte,Eine sonnige Nacht,2000,Ich habe eingesehen,2000
Rock,Tomte,Eine sonnige Nacht,2000,Mit dem Mofa nach England,2000
Rock,Tomte,Hinter all diesen Fenstern,2003,Für immer die Menschen,2000
Rock,Tomte,Hinter all diesen Fenstern,2003,Schreit den Namen meiner Mutter,2000
Rock,Tomte,Hinter all diesen Fenstern,2003,"Die Bastarde, die dich jetzt nach Hause bringen",2000
Rock,Tomte,Hinter all diesen Fenstern,2003,Du bist den ganzen Weg gerannt,2000
Rock,Tomte,Hinter all diesen Fenstern,2003,Endlich einmal,2000
Rock,Tomte,Hinter all diesen Fenstern,2003,Neulich als ich dachte,2000
Rock,Tomte,Hinter all diesen Fenstern,2003,Von Gott verbrüht,2000
Rock,Tomte,Hinter all diesen Fenstern,2003,Das war ich,2000
Rock,Tomte,Hinter all diesen Fenstern,2003,Die Schönheit der Chance,2000
Rock,Tomte,Buchstaben über die Stadt,2006,Ich sang die ganze Zeit von dir,2000
Rock,Tomte,Buchstaben über die Stadt,2006,So soll es sein,2000
Rock,Tomte,Buchstaben über die Stadt,2006,Was den Himmel erhellt,2000
Rock,Tomte,Buchstaben über die Stadt,2006,New York,2000
Rock,Tomte,Buchstaben über die Stadt,2006,Walter & Gail,2000
Rock,Tomte,Buchstaben über die Stadt,2006,Norden der Welt,2000
Rock,Tomte,Buchstaben über die Stadt,2006,Warum ich hier stehe,2000
Rock,Tomte,Buchstaben über die Stadt,2006,Auf meinen Schultern,2000
Rock,Tomte,Buchstaben über die Stadt,2006,Sie lachen zurecht und wir lachen auch,2000
Rock,Tomte,Buchstaben über die Stadt,2006,Geigen bei Wonderful World,2000
Rock,Tomte,Heureka,2008,Heureka,2000
Rock,Tomte,Heureka,2008,Wie ein Planet,2000
Rock,Tomte,Heureka,2008,Der letzte große Wal,2000
Rock,Tomte,Heureka,2008,Wie siehts aus in Hamburg,2000
Rock,Tomte,Heureka,2008,Voran Voran,2000
Rock,Tomte,Heureka,2008,"Küss mich wach, Gloria",2000
Rock,Tomte,Heureka,2008,Das Orchester spielt einen Walzer,2000
Rock,Tomte,Heureka,2008,"Nichts ist so schön auf der Welt, wie betrunken traurige Musik zu hören",2000
Rock,Tomte,Heureka,2008,Dein Herz sei wild,2000
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Alles klar auf der Andrea Doria,1970
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Boogie-Woogie-Mädchen,1970
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Nichts haut einen Seemann um,1970
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Ganz egal,1970
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Du heißt jetzt Jeremias,1970
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Wir wollen doch einfach nur zusammen sein,1970
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Cello,1970
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Er wollte nach London,1970
Rock,Udo Lindenberg,Alles klar auf der Andrea Doria,1973,Die größte Liebe,1970
Rock,Udo Lindenberg,Albumtitel,2006,Jonny Controlletti,2000
Rock,Udo Lindenberg,Albumtitel,2006,Honky Tonky Show,2000
Rock,Udo Lindenberg,Albumtitel,2006,Leider nur ein Vakuum,2000
Rock,Udo Lindenberg,Albumtitel,2006,Rudi Ratlos,2000
Rock,Udo Lindenberg,Albumtitel,2006,Bitte keine Love Story,2000
Rock,Udo Lindenberg,Albumtitel,2006,Gerhard Gösebrecht,2000
Rock,Udo Lindenberg,Albumtitel,2006,Riskante Spiele,2000
Rock,Udo Lindenberg,Albumtitel,2006,Cowboy Rocker,2000
Rock,Udo Lindenberg,Albumtitel,2006,Nostalgie Club,2000
Rock,Udo Lindenberg,Albumtitel,2006,Ich bin von Kopf bis Fuß auf Liebe eingestellt,2000
Rock,Udo Lindenberg,Albumtitel,2006,Glitzerknabe,2000
Rock,Udo Lindenberg,Albumtitel,2006,Candy Jane,2000
Rock,Udo Lindenberg,Ball Pompös,1973,Votan Wahnwitz,1970
Rock,Udo Lindenberg,Ball Pompös,1973,Rudi Ratlos,1970
Rock,Udo Lindenberg,Ball Pompös,1973,Elli Pyrelli,1970
Rock,Udo Lindenberg,Ball Pompös,1973,0-Rhesus Negative,1970
Rock,Udo Lindenberg,Ball Pompös,1973,Jonny Controlletti,1970
Rock,Udo Lindenberg,Ball Pompös,1973,Jack,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Der Dirigent,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Votan Wahnwitz,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Daniels Zeitmaschine,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Da war so viel los,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Der Malocher,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Guten Tag Herr Filmproduzent,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,0-Rhesus-Negativ,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Elli Pyrelli,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Alles im Lot auf dem Riverboat,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Das kann man ja auch mal so sehen,1970
Rock,Udo Lindenberg,Votan Wahnwitz,1975,Jack,1970
Rock,Udo Lindenberg,Galaxo Gang,1976,Rock n Roller,1970
Rock,Udo Lindenberg,Galaxo Gang,1976,Reggae Meggi,1970
Rock,Udo Lindenberg,Galaxo Gang,1976,Nina,1970
Rock,Udo Lindenberg,Galaxo Gang,1976,Wenn ich 64 bin,1970
Rock,Udo Lindenberg,Galaxo Gang,1976,Ich bin Rocker,1970
Rock,Udo Lindenberg,Galaxo Gang,1976,Radio Song,1970
Rock,Udo Lindenberg,Galaxo Gang,1976,Bodo Ballermann,1970
Rock,Udo Lindenberg,Galaxo Gang,1976,Mädchen,1970
Rock,Udo Lindenberg,Sister King Kong,1976,Die Bühne ist angerichtet,1970
Rock,Udo Lindenberg,Sister King Kong,1976,Emanuel Flippmann und die Randale Söhne,1970
Rock,Udo Lindenberg,Sister King Kong,1976,Rätselhaftes Bielefeld,1970
Rock,Udo Lindenberg,Sister King Kong,1976,Satellit City Fighter,1970
Rock,Udo Lindenberg,Sister King Kong,1976,Der Teufel ist los,1970
Rock,Udo Lindenberg,Sister King Kong,1976,Sister King Kong,1970
Rock,Udo Lindenberg,Sister King Kong,1976,Jenny,1970
Rock,Udo Lindenberg,Sister King Kong,1976,Meine erste Liebe,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Mister Nobody,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Riki Masorati,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Schneewittchen,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Der sizilianische Werwolf,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Fliesenlied,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Teddi,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Sie ist 40,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Cowboy,1970
Rock,Udo Lindenberg,Panische Nächte,1977,Flipper,1970
Rock,Udo Lindenberg,Odysee,1983,Odyssee,1980
Rock,Udo Lindenberg,Odysee,1983,Dr. Kimbel auf der Flucht,1980
Rock,Udo Lindenberg,Odysee,1983,Du knallst in mein Leben,1980
Rock,Udo Lindenberg,Odysee,1983,Sonderzug nach Pankow,1980
Rock,Udo Lindenberg,Odysee,1983,Killer-Kino,1980
Rock,Udo Lindenberg,Odysee,1983,Body Building Braut,1980
Rock,Udo Lindenberg,Odysee,1983,Ich bin beim Bund,1980
Rock,Udo Lindenberg,Odysee,1983,Kleiner Junge,1980
Rock,Udo Lindenberg,Odysee,1983,Kralle,1980
Rock,Udo Lindenberg,Odysee,1983,Heyooh Guru,1980
Rock,Udo Lindenberg,Odysee,1983,Mein Onkel Joe,1980
Rock,Udo Lindenberg,Casa Nova,1988,Dirty Old Man,1980
Rock,Udo Lindenberg,Casa Nova,1988,Die Klavierlehrerin,1980
Rock,Udo Lindenberg,Casa Nova,1988,Eifersucht,1980
Rock,Udo Lindenberg,Casa Nova,1988,Wenn du mein Kind wärst,1980
Rock,Udo Lindenberg,Casa Nova,1988,Frauen,1980
Rock,Udo Lindenberg,Casa Nova,1988,Vopo,1980
Rock,Udo Lindenberg,Casa Nova,1988,Goodbye Sailor,1980
Rock,Udo Lindenberg,Panik Panther,1992,Panik-Panther,1990
Rock,Udo Lindenberg,Panik Panther,1992,Öh-Öh-Öh,1990
Rock,Udo Lindenberg,Panik Panther,1992,Keine Staaten,1990
Rock,Udo Lindenberg,Panik Panther,1992,Sex im Radio,1990
Rock,Udo Lindenberg,Panik Panther,1992,Russisch Roulette,1990
Rock,Udo Lindenberg,Panik Panther,1992,Er wollte nach Deutschland,1990
Rock,Udo Lindenberg,Benjamin,1993,Benjamin,1990
Rock,Udo Lindenberg,Benjamin,1993,Knock Out,1990
Rock,Udo Lindenberg,Benjamin,1993,Piratenfreunde,1990
Rock,Udo Lindenberg,Benjamin,1993,Der blaue Planet,1990
Rock,Udo Lindenberg,Benjamin,1993,Manchmal bist du sowas von bescheuert,1990
Rock,Udo Lindenberg,Benjamin,1993,Messer in mein Herz,1990
Rock,Udo Lindenberg,Benjamin,1993,Gummi in Berlin,1990
Rock,Udo Lindenberg,Benjamin,1993,Modezombies,1990
Rock,Udo Lindenberg,Benjamin,1993,Fäuste aus Stahl,1990
Rock,Udo Lindenberg,Benjamin,1993,Süße Sucht,1990
Rock,Udo Lindenberg,Kosmos,1995,Ich will den Platz in meinem Herzen neu vermieten,1990
Rock,Udo Lindenberg,Kosmos,1995,Wenn du mit ihm schläfst,1990
Rock,Udo Lindenberg,Kosmos,1995,Ich bin ein Single,1990
Rock,Udo Lindenberg,Kosmos,1995,Notausgang,1990
Rock,Udo Lindenberg,Kosmos,1995,Sie kennen ihre Namen nicht,1990
Rock,Udo Lindenberg,Kosmos,1995,Noch nicht reif für dich,1990
Rock,Udo Lindenberg,Kosmos,1995,Dach der Welt,1990
Rock,Udo Lindenberg,Kosmos,1995,Soldaten der Liebe,1990
Rock,Udo Lindenberg,Kosmos,1995,Süßes Leben,1990
Rock,Udo Lindenberg,Kosmos,1995,Kosmos,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Nana M.,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Riskante Spiele,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Die Polizistin,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Arschgesicht,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Ich schwöre,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Der frische Wind von Berlin,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Gutes tun,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Es bedeutet mir nichts mehr,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Dr. Jekill,1990
Rock,Udo Lindenberg,Und ewig rauscht die Linde,1996,Hasse dich jetzt schon!,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,Einmal um die ganze Welt,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,Zeitmaschine,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,Verführung von Engeln,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,Es fängt immer wieder an,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,König von Scheissegalien,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,Flipper,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,Good Live City,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,Fernweh,1990
Rock,Udo Lindenberg,Zeitmaschine,1998,Fremde in der Nacht,1990
Rock,Udo Lindenberg,Der Exessor,2000,Seid willkommen in Berlin,2000
Rock,Udo Lindenberg,Der Exessor,2000,Der Exzessor,2000
Rock,Udo Lindenberg,Der Exessor,2000,"Gegen den Strom, gegen den Wind",2000
Rock,Udo Lindenberg,Der Exessor,2000,Süße Lippen,2000
Rock,Udo Lindenberg,Der Exessor,2000,Der Panther,2000
Rock,Udo Lindenberg,Der Exessor,2000,Gott wenn es dich gibt,2000
Rock,Udo Lindenberg,Der Exessor,2000,Mackie Messer,2000
Rock,Udo Lindenberg,Atlantic Affairs,2002,Stars die niemals untergehen,2000
Rock,Udo Lindenberg,Atlantic Affairs,2002,Kannst du pfeifen Johanna,2000
Rock,Udo Lindenberg,Atlantic Affairs,2002,Es sind die finsteren Zeiten,2000
Rock,Udo Lindenberg,Atlantic Affairs,2002,Ich hab noch einen Koffer für Berlin,2000
Rock,Udo Lindenberg,Atlantic Affairs,2002,Der Millionär hat keine Kohle mehr,2000
Rock,Udo Lindenberg,Panikpräsident,2003,Cello,2000
Rock,Udo Lindenberg,Panikpräsident,2003,Sonderzug nach Pankow,2000
Rock,Udo Lindenberg,Panikpräsident,2003,Straßenfieber,2000
Rock,Udo Lindenberg,Panikpräsident,2003,Gene Galaxo 1990,2000
Rock,Udo Lindenberg,Panikpräsident,2003,Mein Body und ich,2000
Rock,Udo Lindenberg,Panikpräsident,2003,Reeperbahn,2000
Rock,Udo Lindenberg,Panikpräsident,2003,Andrea Doria,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Ich zieh meinen Hut,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Wenn Du durchhängst,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Was hat die Zeit mit uns gemacht,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Mein Ding,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Stark wie Zwei,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Woddy Woddy Wodka,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Nasses Gold,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Interview mit Gott,2000
Rock,Udo Lindenberg,Stark wie Zwei,2008,Panikvirus,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Durch die schweren Zeiten,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Plan B,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Einer muss den Job ja machen,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Eldorado,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Göttin sei Dank,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Der einsamste Moment,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Blaues Auge,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Mein Body und ich,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Wenn du gehst,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Coole Socke,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Muss da durch,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Wenn die Nachtigall verstummt,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Kosmosliebe,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Dr. Feeel Good,2000
Rock,Udo Lindenberg,Stärker als die Zeit,2006,Stärker als die Zeit,2000
Rock,Von wegen Lisbeth,Und plötzlich der Lachs,2014,Sushi,2010
Rock,Von wegen Lisbeth,Und plötzlich der Lachs,2014,Lang lebe die Störung im Betriebsablauf,2010
Rock,Von wegen Lisbeth,Und plötzlich der Lachs,2014,Das Zimmer,2010
Rock,Marius Müller-Westernhagen,Lausige Zeiten ,1986,Lausige Zeiten,1980
Rock,Marius Müller-Westernhagen,Lausige Zeiten ,1986,Wir sitzen alle in einem Boot,1980
Rock,Marius Müller-Westernhagen,Lausige Zeiten ,1986,Es tut weh,1980
Rock,Marius Müller-Westernhagen,Lausige Zeiten ,1986,Berlin,1980
Rock,Marius Müller-Westernhagen,Lausige Zeiten ,1986,Mir ist so heiß,1980
Rock,Marius Müller-Westernhagen,Lausige Zeiten ,1986,Kannst du mir vertrauen,1980
Rock,Marius Müller-Westernhagen,Lausige Zeiten ,1986,Kein Gefühl,1980
Rock,Marius Müller-Westernhagen,Lausige Zeiten ,1986,Sonntagskind,1980
